|sentence|word|label
2435|103|paucina|B-HYGIENE
2436|103|i|O
2437|103|plafon|O
2438|103|od|O
2439|103|spustenosti|O
2440|103|uprljan|O
2441|103|,|O
2442|103|kupatilo|B-FURNITURE
2443|103|nedovrseno|O
2444|103|vise|O
2445|103|kablovi|O
2446|103|nije|O
2447|103|gazda|B-PERSONNEL
2448|103|stigo|O
2449|103|da|O
2450|103|poveze|O
2451|103|sijalicu|B-FURNITURE
2452|103|u|O
2453|103|ogledalo|B-FURNITURE
2454|103|i|O
2455|103|ispod|O
2456|103|kreveta|B-FURNITURE
2457|103|ide|O
2458|103|naponski|B-FURNITURE
2459|103|kabal|I-FURNITURE
2460|103|Nikome|O
2461|103|nebi|O
2462|103|preporucio|O
2463|103|jer|O
2464|103|cena|B-PRICE
2465|103|od|I-PRICE
2466|103|2006|I-PRICE
2467|103|dinara|I-PRICE
2468|103|je|O
2469|103|previsoka|O
2470|103|vredi|O
2471|103|1006|B-PRICE
2472|103|dinara|I-PRICE
2473|103|,|O
2474|103|prodavnica|B-LOCATION
2475|103|u|O
2476|103|oba|O
2477|103|pravca|O
2478|103|500|O
2479|103|metara|O
2480|103|,|O
2481|103|u|O
2482|103|kaficu|O
2483|103|za|O
2484|103|goste|O
2485|103|i|O
2486|103|komsije|O
2487|103|kafa|O
2488|103|najobicnija|O
2489|103|100|B-PRICE
2490|103|dinara|I-PRICE
2491|103|NIKAD|O
2492|103|VISE|O
2493|103|.|O
2494|104|Sramota|O
2495|104|sta|O
2496|104|se|O
2497|104|izdaje|O
2498|104|.|O
2499|104|.|O
2500|104|.|O
2501|104|Ovo|O
2502|104|nije|O
2503|104|za|O
2504|104|porodice|O
2505|104|,|O
2506|104|niti|O
2507|104|za|O
2508|104|normalne|O
2509|104|ljude|O
2510|104|.|O
2511|104|Dolaze|O
2512|104|samo|O
2513|104|ljudi|O
2514|104|zbog|O
2515|104|drugih|O
2516|104|razloga|O
2517|104|.|O
2518|104|.|O
2519|104|.|O
2520|104|.|O
2521|104|Sramota|O
2522|104|za|O
2523|104|gazdu|B-PERSONNEL
2524|104|.|O
2525|104|Bio|O
2526|104|sam|O
2527|104|sa|O
2528|104|bebom|O
2529|104|od|O
2530|104|7|O
2531|104|meseci|O
2532|104|i|O
2533|104|suprugom|O
2534|104|tesko|O
2535|104|bolesni|O
2536|104|.|O
2537|104|Nista|O
2538|104|nas|O
2539|104|nisu|O
2540|104|ispostovali|O
2541|104|.|O
2542|104|Sramota|O
2543|104|.|O
2544|104|Nikome|O
2545|104|ne|O
2546|104|preporucujem|O
2547|104|ovaj|O
2548|104|objekak|O
2549|104|!|O
2550|105|Sramota|O
2551|105|za|O
2552|105|objekat|O
2553|105|i|O
2554|105|gazdu|B-PERSONNEL
2555|105|.|O
2556|105|Nikome|O
2557|105|ne|O
2558|105|preporucujem|O
2559|105|!|O
2560|106|Nema|O
2561|106|kante|B-FURNITURE
2562|106|za|I-FURNITURE
2563|106|smeće|I-FURNITURE
2564|106|.|O
2565|107|Higijena|B-HYGIENE
2566|107|nije|O
2567|107|na|O
2568|107|zavidnom|O
2569|107|nivou|O
2570|108|Arogantno|B-PERSONNEL
2571|108|osoblje|I-PERSONNEL
2572|108|na|B-PERSONNEL
2573|108|kritike|I-PERSONNEL
2574|108|odgovara|I-PERSONNEL
2575|108|pretnjom|I-PERSONNEL
2576|108|,|O
2577|108|a|O
2578|108|ne|O
2579|108|zeljom|O
2580|108|za|O
2581|108|poboljsanjem|O
2582|109|Hteli|O
2583|109|smo|O
2584|109|da|O
2585|109|imamo|O
2586|109|dvokrevetnu|B-FURNITURE
2587|109|sobu|I-FURNITURE
2588|109|-|O
2589|109|potvrdili|O
2590|109|su|O
2591|109|.|O
2592|109|Dobili|O
2593|109|smo|O
2594|109|broj|O
2595|109|7|O
2596|109|u|O
2597|109|zasebnom|O
2598|109|bloku|O
2599|109|nekoliko|O
2600|109|metara|O
2601|109|od|O
2602|109|njihove|O
2603|109|zgrade|O
2604|109|.|O
2605|109|Našli|O
2606|109|smo|O
2607|109|dlake|B-HYGIENE
2608|109|u|O
2609|109|lošem|O
2610|109|,|O
2611|109|tuš|B-FURNITURE
2612|109|ne|O
2613|109|samo|O
2614|109|da|O
2615|109|je|O
2616|109|korišten|O
2617|109|već|O
2618|109|i|O
2619|109|prljav|B-HYGIENE
2620|109|.|O
2621|109|Frižider|B-FURNITURE
2622|109|je|O
2623|109|bio|O
2624|109|izuzetno|O
2625|109|prljav|B-HYGIENE
2626|109|.|O
2627|109|Glavni|O
2628|109|problem|O
2629|109|je|O
2630|109|što|O
2631|109|je|O
2632|109|stan|O
2633|109|bio|O
2634|109|pun|O
2635|109|bubašvaba|B-HYGIENE
2636|109|-|O
2637|109|posebno|O
2638|109|kupatilo|O
2639|109|.|O
2640|109|Tako|O
2641|109|da|O
2642|109|je|O
2643|109|noć|O
2644|109|bila|O
2645|109|užasna|O
2646|109|.|O
2647|110|Vrata|B-FURNITURE
2648|110|tuša|I-FURNITURE
2649|110|su|O
2650|110|polomljena|O
2651|111|Apartman|O
2652|111|u|O
2653|111|losem|O
2654|111|stanju|O
2655|111|i|O
2656|111|veoma|O
2657|111|neuredan|B-HYGIENE
2658|111|.|O
2659|112|Sramota|O
2660|112|sta|O
2661|112|se|O
2662|112|izdaje|O
2663|112|.|O
2664|112|.|O
2665|112|.|O
2666|112|Ovo|O
2667|112|nije|O
2668|112|za|O
2669|112|porodice|O
2670|112|,|O
2671|112|niti|O
2672|112|za|O
2673|112|normalne|O
2674|112|ljude|O
2675|112|.|O
2676|112|Dolaze|O
2677|112|samo|O
2678|112|ljudi|O
2679|112|zbog|O
2680|112|drugih|O
2681|112|razloga|O
2682|112|.|O
2683|112|.|O
2684|112|.|O
2685|112|.|O
2686|112|Sramota|O
2687|112|za|O
2688|112|gazdu|B-PERSONNEL
2689|112|.|O
2690|112|Bio|O
2691|112|sam|O
2692|112|sa|O
2693|112|bebom|O
2694|112|od|O
2695|112|7|O
2696|112|meseci|O
2697|112|i|O
2698|112|suprugom|O
2699|112|tesko|O
2700|112|bolesni|O
2701|112|.|O
2702|112|Nista|O
2703|112|nas|O
2704|112|nisu|O
2705|112|ispostovali|O
2706|112|.|O
2707|112|Sramota|O
2708|112|.|O
2709|112|Nikome|O
2710|112|ne|O
2711|112|preporucujem|O
2712|112|ovaj|O
2713|112|objekak|O
2714|112|!|O
2715|113|parking|O
2716|113|je|O
2717|113|daleko|O
2718|114|To|O
2719|114|je|O
2720|114|mesto|O
2721|114|gde|O
2722|114|stanuju|O
2723|114|gradjevinski|O
2724|114|radnici|O
2725|114|koji|O
2726|114|pjevaju|O
2727|114|i|O
2728|114|lumpuju|O
2729|114|,|O
2730|114|tako|O
2731|114|da|O
2732|114|je|O
2733|114|prevelika|O
2734|114|buka|O
2735|114|.|O
2736|114|Zvucna|O
2737|114|izolacija|O
2738|114|losa|O
2739|115|Fotografije|O
2740|115|nisu|O
2741|115|odgovarale|O
2742|115|stvarnosti|O
2743|115|,|O
2744|115|ni|O
2745|115|kilometri|B-LOCATION
2746|115|od|I-LOCATION
2747|115|aerodroma|I-LOCATION
2748|115|nisu|O
2749|115|bili|O
2750|115|tačni|O
2751|115|,|O
2752|115|niko|O
2753|115|u|O
2754|115|okolini|O
2755|115|taksista|O
2756|115|nije|O
2757|115|znao|O
2758|115|za|O
2759|115|ovaj|O
2760|115|smeštaj|O
2761|115|i|O
2762|115|nisam|O
2763|115|imao|O
2764|115|načina|O
2765|115|da|O
2766|115|se|O
2767|115|vratim|O
2768|115|na|O
2769|115|aerodrom|B-LOCATION
2770|115|.|O
2771|115|Morao|O
2772|115|sam|O
2773|115|da|O
2774|115|pešačim|O
2775|115|,|O
2776|115|taksi|O
2777|115|služba|O
2778|115|ne|O
2779|115|radi|O
2780|115|!|O
2781|115|!|O
2782|115|!|O
2783|115|!|O
2784|115|!|O
2785|115|!|O
2786|115|!|O
2787|115|!|O
2788|115|!|O
2789|115|!|O
2790|115|Bio|O
2791|115|sam|O
2792|115|u|O
2793|115|sobi|O
2794|115|5|O
2795|115|min|O
2796|115|i|O
2797|115|vratio|O
2798|115|sam|O
2799|115|se|O
2800|115|(|O
2801|115|peške|O
2802|115|)|O
2803|115|na|O
2804|115|aerodrom|B-LOCATION
2805|115|!|O
2806|115|!|O
2807|115|!|O
2808|115|!|O
2809|115|!|O
2810|115|!|O
2811|116|Dizajn|O
2812|116|kupatila|O
2813|116|na|O
2814|116|spratu|O
2815|116|je|O
2816|116|nerazuman|O
2817|116|i|O
2818|116|uopšte|O
2819|116|veoma|O
2820|116|nezgodan|O
2821|116|.|O
2822|116|Ne|O
2823|116|znam|O
2824|116|zašto|O
2825|116|je|O
2826|116|dodat|O
2827|116|drveni|B-FURNITURE
2828|116|okvir|I-FURNITURE
2829|116|pored|I-FURNITURE
2830|116|kreveta|I-FURNITURE
2831|116|da|O
2832|116|bi|O
2833|116|ionako|O
2834|116|mali|O
2835|116|prostor|O
2836|116|bio|O
2837|116|potpuno|O
2838|116|bez|O
2839|116|oslonca|O
2840|116|.|O
2841|116|U|O
2842|116|svakom|O
2843|116|slučaju|O
2844|116|,|O
2845|116|bilo|O
2846|116|je|O
2847|116|to|O
2848|116|jako|O
2849|116|loše|O
2850|116|iskustvo|O
2851|116|.|O
2852|117|Hidromasazna|B-FURNITURE
2853|117|kada|I-FURNITURE
2854|117|je|O
2855|117|neupotrebljiva|O
2856|117|jer|O
2857|117|se|O
2858|117|puni|O
2859|117|i|O
2860|117|zagreva|O
2861|117|vodom|O
2862|117|iz|O
2863|117|bojlera|B-FURNITURE
2864|117|koji|O
2865|117|nema|O
2866|117|kapacitet|O
2867|117|da|O
2868|117|je|O
2869|117|napuni|O
2870|117|,|O
2871|117|tako|O
2872|117|da|O
2873|117|je|O
2874|117|jedina|O
2875|117|upotreba|O
2876|117|u|O
2877|117|hladhoj|O
2878|117|vodi|O
2879|117|.|O
2880|117|Jastuci|B-FURNITURE
2881|117|su|O
2882|117|toliko|O
2883|117|tanki|O
2884|117|i|O
2885|117|minijaturni|O
2886|117|da|O
2887|117|jos|O
2888|117|uvek|O
2889|117|osecam|O
2890|117|ukocenost|O
2891|117|u|O
2892|117|vratu|O
2893|117|.|O
2894|117|Higijena|B-HYGIENE
2895|117|bi|O
2896|117|morala|O
2897|117|biti|O
2898|117|mnogo|O
2899|117|bolja|O
2900|117|,|O
2901|117|u|O
2902|117|coskovima|O
2903|117|u|O
2904|117|kupatilu|O
2905|117|je|O
2906|117|prljavo|B-HYGIENE
2907|117|.|O
2908|117|Na|O
2909|117|samom|O
2910|117|ulazu|O
2911|117|u|O
2912|117|hodniku|O
2913|117|stoji|O
2914|117|velika|O
2915|117|polomljena|O
2916|117|plasticna|O
2917|117|kutija|O
2918|117|sive|O
2919|117|boje|O
2920|117|verovatno|O
2921|117|je|O
2922|117|namenjena|O
2923|117|da|O
2924|117|se|O
2925|117|sedne|O
2926|117|na|O
2927|117|nju|O
2928|117|,|O
2929|117|koja|O
2930|117|odaje|O
2931|117|utisak|O
2932|117|o|O
2933|117|celom|O
2934|117|smestaju|O
2935|117|-|O
2936|117|aljkavo|B-HYGIENE
2937|117|.|O
2938|118|Nije|O
2939|118|bilo|O
2940|118|uopste|O
2941|118|tople|O
2942|118|vode|O
2943|118|,|O
2944|118|dlake|B-HYGIENE
2945|118|u|O
2946|118|djakuziju|O
2947|118|.|O
2948|118|.|O
2949|118|.|O
2950|119|Stan|O
2951|119|nije|O
2952|119|odgovarao|O
2953|119|rezervisanom|O
2954|119|-|O
2955|119|rezervisao|O
2956|119|sam|O
2957|119|studio|O
2958|119|na|O
2959|119|dva|O
2960|119|nivoa|O
2961|119|i|O
2962|119|dobio|O
2963|119|sam|O
2964|119|drugu|O
2965|119|sobu|O
2966|119|.|O
2967|119|Bilo|O
2968|119|je|O
2969|119|veoma|O
2970|119|prljavo|B-HYGIENE
2971|119|.|O
2972|119|U|O
2973|119|sobi|O
2974|119|nije|O
2975|119|bilo|O
2976|119|posuđa|B-FURNITURE
2977|119|.|O
2978|119|Bilo|O
2979|119|je|O
2980|119|nemoguće|O
2981|119|skuvati|O
2982|119|bilo|O
2983|119|šta|O
2984|119|iako|O
2985|119|mi|O
2986|119|je|O
2987|119|u|O
2988|119|opisu|O
2989|119|obećana|O
2990|119|kuhinja|B-FURNITURE
2991|119|.|O
2992|119|Odvod|B-FURNITURE
2993|119|za|I-FURNITURE
2994|119|tuš|I-FURNITURE
2995|119|nije|O
2996|119|radio|O
2997|119|.|O
2998|119|Umivaonik|B-FURNITURE
2999|119|u|O
3000|119|kupatilu|O
3001|119|je|O
3002|119|bio|O
3003|119|zapušen|B-HYGIENE
3004|119|.|O
3005|119|U|O
3006|119|kupatilu|O
3007|119|nije|O
3008|119|bilo|O
3009|119|kuka|B-FURNITURE
3010|119|za|I-FURNITURE
3011|119|kačenje|I-FURNITURE
3012|119|odeće|I-FURNITURE
3013|119|.|O
3014|119|Vi|O
3015|119|-|O
3016|119|Fi|O
3017|119|praktično|O
3018|119|nije|O
3019|119|postojao|O
3020|119|.|O
3021|120|Ni|O
3022|120|čisto|B-HYGIENE
3023|120|,|O
3024|120|ni|O
3025|120|ogledalo|B-FURNITURE
3026|120|,|O
3027|120|ni|O
3028|120|toalet|O
3029|120|papir|O
3030|120|.|O
3031|120|Nije|O
3032|120|bilo|O
3033|120|kao|O
3034|120|na|O
3035|120|fotografijama|O
3036|120|na|O
3037|120|rezervaciji|O
3038|121|Apartman|O
3039|121|dosta|O
3040|121|zapušten|B-HYGIENE
3041|121|,|O
3042|121|grejanje|O
3043|121|loše|O
3044|121|.|O
3045|121|Ne|O
3046|121|preporučujem|O
3047|122|Nije|O
3048|122|bilo|O
3049|122|moguće|O
3050|122|videti|O
3051|122|domaćicu|B-PERSONNEL
3052|122|(|O
3053|122|vlasnicu|B-PERSONNEL
3054|122|)|O
3055|123|Soba|B-FURNITURE
3056|123|koju|O
3057|123|smo|O
3058|123|rezervisali|O
3059|123|nije|O
3060|123|obezbeđena|O
3061|123|.|O
3062|124|Soba|B-FURNITURE
3063|124|je|O
3064|124|bila|O
3065|124|hladna|O
3066|124|,|O
3067|124|centralno|B-FURNITURE
3068|124|grejanje|I-FURNITURE
3069|124|nije|O
3070|124|radilo|O
3071|124|i|O
3072|124|bio|O
3073|124|je|O
3074|124|samo|O
3075|124|jedan|O
3076|124|hladnjak|B-FURNITURE
3077|124|za|O
3078|124|ulje|O
3079|124|.|O
3080|125|Pod|O
3081|125|je|O
3082|125|hladan|O
3083|125|i|O
3084|125|lepljiv|O
3085|125|.|O
3086|126|Elektrika|B-FURNITURE
3087|126|je|O
3088|126|u|O
3089|126|veoma|O
3090|126|lošem|O
3091|126|stanju|O
3092|126|,|O
3093|126|treba|O
3094|126|pažljivo|O
3095|126|paziti|O
3096|126|na|O
3097|126|decu|O
3098|126|.|O
3099|127|Avioni|O
3100|127|su|O
3101|127|svakako|O
3102|127|čujni|O
3103|127|,|O
3104|127|ali|O
3105|127|ne|O
3106|127|i|O
3107|127|kritični|O
3108|127|,|O
3109|127|s|O
3110|127|obzirom|O
3111|127|da|O
3112|127|smo|O
3113|127|spavali|O
3114|127|sa|O
3115|127|zatvorenim|O
3116|127|prozorima|O
3117|127|.|O
3118|128|Ulica|O
3119|128|smrdi|B-HYGIENE
3120|128|na|I-HYGIENE
3121|128|kanalizaciju|I-HYGIENE
3122|128|.|O
3123|129|Nema|O
3124|129|grejanje|O
3125|129|,|O
3126|129|ima|O
3127|129|jedino|O
3128|129|klima|O
3129|129|koja|O
3130|129|ne|O
3131|129|moze|O
3132|129|da|O
3133|129|zagreje|O
3134|129|stan|O
3135|129|od|O
3136|129|60|O
3137|129|kvadrata|O
3138|129|,|O
3139|129|tako|O
3140|129|da|O
3141|129|je|O
3142|129|u|O
3143|129|spavacim|O
3144|129|sobama|O
3145|129|nocu|O
3146|129|jako|O
3147|129|hladno|O
3148|129|.|O
3149|130|Internet|B-FURNITURE
3150|130|ne|O
3151|130|radi|O
3152|130|vise|O
3153|130|nego|O
3154|130|sto|O
3155|130|radi|O
3156|130|.|O
3157|130|Bojler|B-FURNITURE
3158|130|ne|O
3159|130|radi|O
3160|130|kako|O
3161|130|treba|O
3162|130|.|O
3163|130|Nema|O
3164|130|adekvatno|O
3165|130|posudje|B-FURNITURE
3166|130|za|O
3167|130|indukcionu|O
3168|130|plocu|O
3169|130|koju|O
3170|130|poseduje|O
3171|130|tako|O
3172|130|da|O
3173|130|moze|O
3174|130|da|O
3175|130|se|O
3176|130|kuva|O
3177|130|jedino|O
3178|130|u|O
3179|130|tigranju|O
3180|130|.|O
3181|130|Stoji|O
3182|130|u|O
3183|130|opisu|O
3184|130|apartmana|O
3185|130|da|O
3186|130|ima|O
3187|130|zvucnu|O
3188|130|izolaciju|O
3189|130|,|O
3190|130|ali|O
3191|130|ona|O
3192|130|ne|O
3193|130|postoji|O
3194|130|.|O
3195|131|Higijena|B-HYGIENE
3196|131|nije|O
3197|131|na|O
3198|131|zadovoljavajućem|O
3199|131|nivou|O
3200|131|.|O
3201|131|Moglo|O
3202|131|bi|O
3203|131|da|O
3204|131|bude|O
3205|131|čistije|B-HYGIENE
3206|131|i|O
3207|131|toplije|O
3208|131|.|O
3209|132|Bez|O
3210|132|zvučno|O
3211|132|izolovanih|O
3212|132|prostorija|O
3213|132|,|O
3214|132|zgrada|O
3215|132|je|O
3216|132|bila|O
3217|132|puna|O
3218|132|migranata|O
3219|132|koji|O
3220|132|su|O
3221|132|bili|O
3222|132|izuzetno|O
3223|132|glasni|O
3224|132|do|O
3225|132|kasno|O
3226|132|u|O
3227|132|noć|O
3228|132|.|O
3229|132|(|O
3230|132|Pre|O
3231|132|bih|O
3232|132|rekao|O
3233|132|jutro|O
3234|132|)|O
3235|132|.|O
3236|133|Čudan|B-HYGIENE
3237|133|miris|I-HYGIENE
3238|133|,|O
3239|133|nema|O
3240|133|načina|O
3241|133|da|O
3242|133|se|O
3243|133|plati|B-PRICE
3244|133|kreditnom|I-PRICE
3245|133|karticom|I-PRICE
3246|133|,|O
3247|133|daleko|B-LOCATION
3248|133|od|I-LOCATION
3249|133|grada|I-LOCATION
3250|133|i|I-LOCATION
3251|133|aerodroma|I-LOCATION
3252|133|i|O
3253|133|teško|O
3254|133|je|O
3255|133|pronaći|O
3256|133|prevoz|O
3257|133|,|O
3258|133|netačna|O
3259|133|adresa|O
3260|134|Nema|O
3261|134|tanjira|B-FURNITURE
3262|134|za|I-FURNITURE
3263|134|kuvanje|I-FURNITURE
3264|134|i|O
3265|134|čajnik|B-FURNITURE
3266|134|ne|O
3267|134|radi|O
3268|135|Daska|B-FURNITURE
3269|135|za|I-FURNITURE
3270|135|toalet|I-FURNITURE
3271|135|je|O
3272|135|bila|O
3273|135|polomljena|O
3274|135|.|O
3275|135|Slike|O
3276|135|stana|O
3277|135|su|O
3278|135|varale|O
3279|135|.|O
3280|135|Nije|O
3281|135|bilo|O
3282|135|prijema|O
3283|135|o|O
3284|135|kome|O
3285|135|bi|O
3286|135|se|O
3287|135|moglo|O
3288|135|govoriti|O
3289|135|.|O
3290|136|Higijena|B-HYGIENE
3291|136|uzas|O
3292|136|,|O
3293|136|prljavo|B-HYGIENE
3294|136|,|O
3295|136|tus|B-FURNITURE
3296|136|kabina|I-FURNITURE
3297|136|i|O
3298|136|lavabo|B-FURNITURE
3299|136|su|O
3300|136|imali|O
3301|136|dlake|B-HYGIENE
3302|136|po|O
3303|136|sebi|O
3304|136|,|O
3305|136|posteljina|B-FURNITURE
3306|136|mirisala|B-HYGIENE
3307|136|na|I-HYGIENE
3308|136|cigarete|I-HYGIENE
3309|136|,|O
3310|136|posudje|B-HYGIENE
3311|136|masno|I-HYGIENE
3312|136|i|O
3313|136|prljavo|B-HYGIENE
3314|136|.|O
3315|136|.|O
3316|136|.|O
3317|136|Frizider|B-FURNITURE
3318|136|,|O
3319|136|da|O
3320|136|ne|O
3321|136|pricam|O
3322|136|.|O
3323|136|.|O
3324|136|.|O
3325|136|uzas|O
3326|136|!|O
3327|136|!|O
3328|136|Kada|O
3329|136|vec|O
3330|136|neko|O
3331|136|rezervise|O
3332|136|mesec|O
3333|136|dana|O
3334|136|unapred|O
3335|136|,|O
3336|136|trebali|O
3337|136|ste|O
3338|136|ocistiti|O
3339|136|barem|O
3340|136|.|O
3341|136|.|O
3342|136|.|O
3343|136|👎|O
3344|137|Hotel|O
3345|137|se|O
3346|137|nalazi|O
3347|137|u|O
3348|137|najmanje|B-LOCATION
3349|137|sumnjivom|I-LOCATION
3350|137|kraju|I-LOCATION
3351|137|;|O
3352|137|i|O
3353|137|posteljina|B-FURNITURE
3354|137|i|O
3355|137|peškiri|B-FURNITURE
3356|137|su|O
3357|137|veoma|O
3358|137|pohabani|O
3359|137|.|O
3360|138|Lokacija|B-LOCATION
3361|138|u|O
3362|138|kraju|B-LOCATION
3363|138|sa|I-LOCATION
3364|138|čudnim|I-LOCATION
3365|138|ljudima|I-LOCATION
3366|138|na|B-LOCATION
3367|138|periferiji|I-LOCATION
3368|138|,|O
3369|138|sa|O
3370|138|naše|O
3371|138|tačke|O
3372|138|gledišta|O
3373|138|neizvesna|O
3374|138|,|O
3375|138|avioni|O
3376|138|prolaze|O
3377|138|bez|O
3378|138|prestanka|O
3379|138|,|O
3380|138|stan|O
3381|138|koji|O
3382|138|sam|O
3383|138|iznajmio|O
3384|138|male|O
3385|138|snage|O
3386|138|na|O
3387|138|dva|O
3388|138|nivoa|O
3389|138|sa|O
3390|138|teško|O
3391|138|dostupnim|O
3392|138|unutrašnjim|O
3393|138|stepeništem|O
3394|138|za|O
3395|138|decu|O
3396|138|ili|O
3397|138|starije|O
3398|138|osobe|O
3399|138|,|O
3400|138|dimi|O
3401|138|se|O
3402|138|u|O
3403|138|sobama|O
3404|138|.|O
3405|138|Velika|O
3406|138|razlika|O
3407|138|između|O
3408|138|dva|O
3409|138|iznajmljena|O
3410|138|stana|O
3411|138|po|O
3412|138|skoro|O
3413|138|istoj|O
3414|138|ceni|B-PRICE
3415|138|(|O
3416|138|2|O
3417|138|evra|O
3418|138|razlika|O
3419|138|)|O
3420|138|.|O
3421|138|Mislim|O
3422|138|da|O
3423|138|bi|O
3424|138|vlasnik|B-PERSONNEL
3425|138|trebao|O
3426|138|detaljno|O
3427|138|opisati|O
3428|138|ove|O
3429|138|aspekte|O
3430|138|udobnosti|O
3431|138|sobe|O
3432|138|.|O
3433|138|Sigurno|O
3434|138|nas|O
3435|138|više|O
3436|138|neće|O
3437|138|biti|O
3438|138|.|O
3439|139|Stigli|O
3440|139|smo|O
3441|139|kasno|O
3442|139|zbog|O
3443|139|guzve|O
3444|139|na|O
3445|139|granici|O
3446|139|.|O
3447|139|Kljuc|O
3448|139|nam|O
3449|139|je|O
3450|139|bio|O
3451|139|ostavljen|O
3452|139|u|O
3453|139|ormaricu|O
3454|139|.|O
3455|139|Usli|O
3456|139|smo|O
3457|139|u|O
3458|139|krajnje|O
3459|139|neuslovnu|O
3460|139|sobu|B-FURNITURE
3461|139|u|O
3462|139|pogledu|O
3463|139|higijene|B-HYGIENE
3464|139|,|O
3465|139|ispravnosti|O
3466|139|i|O
3467|139|funkcionalnosti|O
3468|139|namjestaja|B-FURNITURE
3469|139|i|O
3470|139|sanitarija|B-HYGIENE
3471|139|.|O
3472|139|Medjutim|O
3473|139|,|O
3474|139|vec|O
3475|139|narednog|O
3476|139|dana|O
3477|139|,|O
3478|139|angazovanjem|O
3479|139|vlasnice|B-PERSONNEL
3480|139|i|O
3481|139|osoblja|B-PERSONNEL
3482|139|,|O
3483|139|prebaceni|O
3484|139|smo|O
3485|139|u|O
3486|139|mnogo|O
3487|139|bolju|O
3488|139|i|O
3489|139|uslovniju|O
3490|139|smjestajnu|O
3491|139|jedinicu|O
3492|139|.|O
3493|140|U|O
3494|140|kupatilu|B-FURNITURE
3495|140|nema|O
3496|140|ogledala|B-FURNITURE
3497|140|ni|O
3498|140|mjesta|O
3499|140|da|O
3500|140|se|O
3501|140|odloze|O
3502|140|peskiri|B-FURNITURE
3503|140|i|O
3504|140|stvari|O
3505|141|Bilo|O
3506|141|je|O
3507|141|usred|O
3508|141|ničega|O
3509|141|.|O
3510|141|Osim|O
3511|141|ako|O
3512|141|niste|O
3513|141|imali|O
3514|141|auto|O
3515|141|,|O
3516|141|nije|O
3517|141|bilo|O
3518|141|prikladno|O
3519|141|,|O
3520|141|nema|O
3521|141|prodavnica|O
3522|141|osnovnih|O
3523|141|stvari|O
3524|141|kao|O
3525|141|što|O
3526|141|je|O
3527|141|hleb|B-FOOD
3528|141|sa|I-FOOD
3529|141|mlekom|I-FOOD
3530|141|itd|O
3531|141|.|O
3532|141|Područje|O
3533|141|ima|O
3534|141|mnogo|O
3535|141|pasa|O
3536|141|koji|O
3537|141|su|O
3538|141|lajali|O
3539|141|cele|O
3540|141|noći|O
3541|141|,|O
3542|141|bilo|O
3543|141|je|O
3544|141|teško|O
3545|141|zaspati|O
3546|141|.|O
3547|142|Ne|O
3548|142|sviđa|O
3549|142|mi|O
3550|142|se|O
3551|142|čistačica|B-PERSONNEL
3552|142|koja|O
3553|142|je|O
3554|142|pokucala|O
3555|142|na|O
3556|142|vrata|O
3557|142|i|O
3558|142|zamolila|O
3559|142|nas|O
3560|142|da|O
3561|142|napustimo|O
3562|142|sobu|O
3563|142|pre|O
3564|142|vremena|O
3565|142|odjave|O
3566|142|.|O
3567|143|Stan|O
3568|143|je|O
3569|143|bio|O
3570|143|pun|O
3571|143|komaraca|O
3572|143|,|O
3573|143|nikad|O
3574|143|nismo|O
3575|143|dobili|O
3576|143|krevetac|O
3577|143|za|O
3578|143|bebu|O
3579|143|koji|O
3580|143|je|O
3581|143|bio|O
3582|143|sređen|O
3583|143|,|O
3584|143|a|O
3585|143|kupatilo|O
3586|143|je|O
3587|143|prilično|O
3588|143|smrdelo|B-HYGIENE
3589|143|.|O
3590|143|Nema|O
3591|143|engleskog|O
3592|143|,|O
3593|143|nemačkog|O
3594|143|,|O
3595|143|grčkog|O
3596|143|ili|O
3597|143|francuskog|O
3598|143|,|O
3599|143|tako|O
3600|143|da|O
3601|143|je|O
3602|143|bilo|O
3603|143|teško|O
3604|143|komunicirati|O
3605|143|.|O
3606|143|Svetla|B-FURNITURE
3607|143|su|O
3608|143|se|O
3609|143|sama|O
3610|143|gasila|O
3611|143|cele|O
3612|143|noći|O
3613|143|.|O
3614|144|Lokacija|B-LOCATION
3615|144|objekta|O
3616|144|je|O
3617|144|dosta|O
3618|144|van|O
3619|144|grada|O
3620|144|iu|O
3621|144|lošem|O
3622|144|naselju|O
3623|144|.|O
3624|144|Možda|O
3625|144|postoji|O
3626|144|bezbednosni|O
3627|144|problem|O
3628|144|.|O
3629|145|po|O
3630|145|dolasku|O
3631|145|u|O
3632|145|sobu|O
3633|145|saznali|O
3634|145|smo|O
3635|145|da|O
3636|145|je|O
3637|145|cela|O
3638|145|zadimljena|O
3639|145|,|O
3640|145|jedan|O
3641|145|krevet|B-FURNITURE
3642|145|polomljen|O
3643|145|u|O
3644|145|spavaćoj|B-FURNITURE
3645|145|sobi|I-FURNITURE
3646|145|,|O
3647|145|pri|O
3648|145|plaćanju|B-PRICE
3649|145|smo|O
3650|145|želeli|O
3651|145|veći|O
3652|145|iznos|B-PRICE
3653|145|nego|O
3654|145|što|O
3655|145|smo|O
3656|145|imali|O
3657|145|rezervisanu|O
3658|145|sobu|O
3659|145|-|O
3660|145|srećom|O
3661|145|nakon|O
3662|145|slanja|O
3663|145|potvrde|O
3664|145|sa|O
3665|145|booking|O
3666|145|.|O
3667|145|com|O
3668|145|pristali|O
3669|145|smo|O
3670|145|na|O
